1	1.49
1	1.49
1	1.57
1	1.56
1	1.63
1	1.82
1	1.78
1	1.77
1	1.76
1	2.46
1	1.89
1	2.37
1	2.32
1	2.58
1	2.44
1	2.12
1	2.41
1	2.46
1	2.58
1	2.59
1	2.76
1	2.78
1	2.91
1	2.93
1	2.99
1	3.2
1	3.22
1	3.26
1	3.14
1	3.07
1	3.57 
1	3.79 
1	3.82 
1	3.71
1	3.67
1	3.87 
1	3.99
1	3.97 
1	3.99 
1	3.99 
1	4.07
1	3.76 
1	4.12
1	4.15 
1	4.22
1	3.98
1	3.23
1	4.11 
1	4.07 
1	4.50 
1	3.68
1	4.21 
1	4.73 
1	4.52 
1	4.55 
1	4.54 
1	3.87
1	3.65
1	7.99
1	4.70 
1	4.69 
1	4.99
1	4.05
1	5.56 
1	4.57 
1	4.89
1	4.56 
1	4.77 
1	4.05
1	4.48 
1	4.57
1	4.73
1	5.56
1	5.92
1	5.42
1	5.52 
1	5.62
1	4.57
1	4.99 
1	5.55
1	4.68
1	5.79
1	3.89
1	4.78
1	4.79
1	4.45
1	4.34
1	4.68
1	4.83
1	5.11
1	4.23 
1	4.98
1	6.01
1	4.29
1	5.54
1	5.53
1	5.94
1	5.05
1	5.3
1	5.26
1	5.6
1	5.44
1	5.68
1	6.13
1	5.69 
1	5.64
1	5.45
1	5.68
1	5.14
1	5.45
1	5.26
1	5.95
1	5.23 
1	5.21
1	5.64
1	5.12
1	5.65
1	5.08
1	6.37
1	5.6
1	5.87
1	5.18
1	5.26
1	5.78
1	6.11
1	5.84
1	5.93
1	6.48
1	6.76
1	6.02
1	5.42
1	5.86
1	6.04
1	6.72
1	5.9
1	6.37
1	6.66
1	6.77
1	6.76
1	6.48
1	6.69
1	6.49
1	7.12
1	6.03 
1	7.07
1	6.24
1	6.86
1	7.03
1	6.4
1	6.23
1	6.05
1	6.76
1	6.71
1	6.94
1	6.78
1	7.35
1	6.57 
1	6.74
1	7.12
1	7.13
1	6.54
1	5.16
1	6.64
1	6.67
1	6.8
1	7.01
1	6.66 
1	7.78
1	3.48
1	6.88
1	7.89
1	6.98
1	6.58
1	7.01
1	7.17
1	5.95
1	7.1
1	7.07
1	6.62
1	7.22
2	2.56
2	2.72
2	2.67
2	2.33
2	2.56
2	2.48
2	2.77
2	3.19
2	3.32
2	3.72
2	3.85
2	3.82 
2	3.42
2	4.00 
2	3.925
2	4.18
2	4.44 
2	4.12
2	3.89
2	3.927
2	3.96
2	3.4
2	3.42
2	4.07
2	4.173
2	4.37 
2	4.178
2	3.8
2	3.744
2	3.92
2	3.61
2	4.09 
2	4.57
2	5.40 
2	4.87
2	3.81
2	4.935
2	4.926
2	4.9
2	4.98
2	5.87
2	4.97
2	5.44 
2	5.23
2	5.67 
2	5.18
2	5.05
2	5.07
2	5.11
2	5.57 
2	5.00 
2	5.87
2	5.18
2	6.77 
2	5.67
2	6.12
2	6.41 
2	6.12
2	6.198
2	6.84
2	6.8
2	7
2	7.58
2	8.05
2	9.67 
2	9.73
2	7.53
2	8.12
2	7.28
2	7.67 
2	8.18
2	7.12
2	7.98
2	7.39
2	8.05
2	8.99
2	8.65
2	8.39
2	8.12
2	8.2
2	7.16
2	9.86
2	8.96 
2	9.76 
2	8.99
2	10.41
2	10.46 
2	10.15
2	10.21
2	10
2	10
2	19.7
2	7.94
2	5.28
2	5.74
2	3.85
2	3.11
2	4.74
2	9.63
2	5.66
2	4.98
2	6.97
2	7.3
2	7.5
2	8.85
2	9.16
2	8.22
2	7.03
2	10.38
2	27.04
2	27.2
2	4.15
2	4.03
2	7.22
2	5.93
2	3.14
2	2.74
2	2.81
2	3
2	7.83
2	8.44
2	4.88
2	5.72
2	5.48
2	3.99
2	10.02
2	8.4
2	3.62
2	4
2	13.8
2	6
2	18
2	4.76
2	7.6
2	8
2	5.6
2	5.8
2	5.81
2	4.41
2	3.85
2	3.75
2	5.03
2	3.53
2	3.5
2	3.43
2	3.39
2	4.55
1	5.6
1	6.3
1	6.7
1	4.74
1	6.12
1	6.36
1	6.45
1	6.78
1	13
1	10
1	6.21
1	2.73
1	11.3
1	12.42
1	10.45
1	5.7
1	5.29
1	4.7
1	4.8
1	4.1
1	5.2
1	4.9
1	5.41
1	4.9
1	4.1
1	5.76
1	5.4
1	5.9
1	4.27
1	5.47
1	3.51
1	5.4
1	5.89
1	4.4
1	5.24
1	4.86
1	3.75
1	4.25
1	5
1	5.53
1	2.67
1	2.27
1	2.5
1	7.3
1	7.47
1	2.49
1	7.4
1	1.06
1	2.09
1	6.42
1	7
